Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
52,Yes,Travel_Frequently,435,Hardware,19,3,Technical Degree,1,5629,1,Male,91.0,4,5,Research Scientist,3,Married,20404.0,306060.0,8,Y,No,24.0,4.0,3,80,3,40,1.0,1.0,12,7,2,2
40,Yes,Non-Travel,289,Research & Development,28,3,Medical,1,6250,3,Male,183.0,2,3,Research Director,1,Divorced,35769.0,608073.0,7,Y,Yes,24.0,3.0,3,80,1,23,3.0,1.0,6,3,4,5
24,Yes,Travel_Rarely,219,Hardware,42,4,Technical Degree,1,5282,2,Female,75.0,1,4,Manager,1,Divorced,27820.0,639860.0,4,Y,Yes,11.0,4.0,3,80,1,12,5.0,2.0,1,1,1,1
33,Yes,Travel_Frequently,454,Software,7,5,Human Resources,1,1032,2,Female,182.0,2,3,Sales Executive,2,Married,15305.0,153050.0,4,Y,No,2.0,3.0,3,80,3,1,5.0,3.0,1,1,1,1
45,Yes,Travel_Rarely,1375,Human Resources,2,2,Marketing,1,5403,4,Male,122.0,2,4,Research Director,1,Married,37608.0,75216.0,5,Y,Yes,11.0,4.0,3,80,3,6,6.0,4.0,4,4,4,4
46,Yes,Travel_Rarely,739,Research & Development,23,1,Technical Degree,1,8746,3,Female,118.0,4,1,Manufacturing Director,4,Divorced,13949.0,139490.0,2,Y,Yes,23.0,2.0,4,80,4,21,5.0,1.0,4,2,4,3
59,No,Travel_Frequently,982,Software,19,4,Life Sciences,1,7730,2,Male,98.0,2,1,Research Scientist,4,Divorced,2437.0,9748.0,8,Y,Yes,39.0,1.0,3,80,2,30,3.0,4.0,9,4,3,3
36,Yes,Non-Travel,759,Research & Development,1,4,Medical,1,2041,3,Female,66.0,3,5,Laboratory Technician,1,Single,32680.0,424840.0,4,Y,No,40.0,1.0,3,80,4,36,2.0,4.0,29,6,14,29
39,No,Non-Travel,1050,Hardware,19,1,Human Resources,1,2444,4,Male,88.0,1,1,Healthcare Representative,2,Divorced,41445.0,331560.0,0,Y,Yes,28.0,1.0,4,80,2,39,3.0,1.0,9,9,2,1
43,Yes,Travel_Rarely,621,Support,24,1,Human Resources,1,1150,3,Male,144.0,3,3,Laboratory Technician,4,Married,39295.0,39295.0,2,Y,No,34.0,1.0,1,80,4,31,3.0,2.0,23,3,23,8
45,Yes,Travel_Frequently,230,Research & Development,3,2,Other,1,5887,3,Male,110.0,3,1,Manufacturing Director,4,Single,23311.0,466220.0,2,Y,Yes,16.0,3.0,1,80,4,35,1.0,3.0,7,6,6,5
54,Yes,Travel_Frequently,1189,Support,26,4,Marketing,1,1658,3,Male,39.0,2,2,Laboratory Technician,3,Married,9045.0,108540.0,6,Y,No,41.0,4.0,4,80,1,37,4.0,3.0,18,10,6,3
29,Yes,Travel_Rarely,1292,Sales,7,2,Marketing,1,4692,2,Male,139.0,1,3,Developer,1,Married,43687.0,393183.0,7,Y,Yes,13.0,2.0,3,80,2,6,6.0,4.0,6,1,6,4
38,Yes,Travel_Frequently,460,Hardware,14,5,Medical,1,9710,1,Male,192.0,1,5,Manager,4,Married,45279.0,90558.0,8,Y,Yes,4.0,3.0,2,80,3,24,2.0,4.0,3,3,1,3
53,Yes,Travel_Rarely,1200,Software,18,3,Medical,1,4808,4,Female,42.0,4,4,Sales Executive,2,Divorced,12977.0,142747.0,6,Y,Yes,33.0,2.0,3,80,1,35,2.0,2.0,3,3,2,3
31,Yes,Travel_Rarely,674,Sales,40,1,Life Sciences,1,8924,1,Female,112.0,1,3,Research Director,1,Married,14011.0,70055.0,5,Y,No,32.0,4.0,3,80,1,16,2.0,4.0,5,3,5,3
40,No,Travel_Frequently,627,Human Resources,38,3,Life Sciences,1,7140,2,Male,67.0,3,2,Manager,4,Married,34094.0,750068.0,1,Y,No,27.0,1.0,2,80,3,36,6.0,2.0,10,9,3,3
55,Yes,Travel_Rarely,259,Support,15,2,Technical Degree,1,2827,4,Male,142.0,4,4,Developer,4,Married,28661.0,745186.0,3,Y,Yes,18.0,3.0,1,80,3,35,6.0,2.0,31,22,9,23
44,Yes,Travel_Rarely,807,Support,24,2,Other,1,9051,1,Female,91.0,4,1,Human Resources,2,Married,27228.0,435648.0,5,Y,Yes,1.0,4.0,4,80,1,32,5.0,2.0,20,11,15,14
20,Yes,Travel_Rarely,548,Support,46,3,Human Resources,1,4686,3,Male,159.0,1,4,Sales Representative,4,Divorced,36398.0,509572.0,0,Y,No,7.0,1.0,4,80,4,12,1.0,3.0,2,1,2,2
50,No,Travel_Rarely,248,Human Resources,6,3,Other,1,7659,2,Male,151.0,4,5,Research Scientist,3,Married,48046.0,1441380.0,1,Y,No,16.0,2.0,2,80,3,40,2.0,2.0,26,26,21,4
21,No,Non-Travel,280,Software,12,4,Life Sciences,1,9002,3,Female,52.0,1,4,Healthcare Representative,1,Single,8669.0,60683.0,6,Y,Yes,4.0,4.0,2,80,3,1,2.0,4.0,1,1,1,1
24,Yes,Travel_Rarely,1312,Research & Development,44,5,Marketing,1,1916,4,Female,145.0,2,5,Manufacturing Director,3,Married,26385.0,448545.0,8,Y,No,43.0,4.0,2,80,2,11,5.0,2.0,8,5,3,6
18,No,Travel_Rarely,1146,Hardware,27,2,Technical Degree,1,6042,1,Female,46.0,4,4,Laboratory Technician,3,Divorced,24760.0,99040.0,3,Y,Yes,12.0,1.0,3,80,1,28,1.0,2.0,3,1,2,3
47,No,Travel_Frequently,564,Support,26,1,Life Sciences,1,9639,2,Female,78.0,4,1,Healthcare Representative,3,Divorced,33715.0,472010.0,1,Y,Yes,25.0,3.0,2,80,4,9,4.0,2.0,5,5,3,5
51,No,Travel_Frequently,1368,Support,13,3,Other,1,7176,2,Male,170.0,2,2,Research Director,2,Single,33353.0,900531.0,0,Y,No,39.0,1.0,3,80,3,12,4.0,2.0,10,2,8,4
25,No,Travel_Frequently,1346,Research & Development,34,1,Life Sciences,1,1249,3,Female,140.0,1,2,Manager,1,Single,37971.0,341739.0,6,Y,No,16.0,1.0,1,80,1,21,4.0,3.0,20,17,20,14
51,No,Non-Travel,415,Support,29,5,Life Sciences,1,4089,3,Male,145.0,3,5,Human Resources,1,Married,30891.0,834057.0,7,Y,No,20.0,3.0,4,80,3,9,4.0,3.0,7,4,1,2
24,No,Non-Travel,133,Hardware,11,5,Technical Degree,1,3671,4,Female,115.0,2,4,Manager,2,Single,48700.0,779200.0,0,Y,Yes,3.0,3.0,4,80,4,8,6.0,1.0,1,1,1,1
33,No,Non-Travel,145,Research & Development,8,3,Marketing,1,5474,1,Female,45.0,2,2,Human Resources,3,Married,31996.0,575928.0,7,Y,Yes,7.0,4.0,4,80,1,1,5.0,3.0,1,1,1,1
42,No,Travel_Rarely,816,Hardware,37,1,Other,1,7578,2,Female,114.0,3,5,Developer,1,Married,32238.0,322380.0,7,Y,No,24.0,3.0,4,80,4,11,1.0,3.0,5,5,1,3
27,Yes,Travel_Rarely,336,Hardware,32,5,Human Resources,1,8169,3,Male,38.0,1,4,Sales Representative,3,Married,22618.0,67854.0,1,Y,Yes,27.0,3.0,4,80,2,13,1.0,1.0,1,1,1,1
38,Yes,Travel_Frequently,367,Support,37,5,Medical,1,2087,4,Male,113.0,4,4,Human Resources,1,Single,7299.0,87588.0,2,Y,No,3.0,4.0,4,80,4,22,4.0,3.0,5,5,4,5
55,No,Non-Travel,946,Human Resources,18,2,Human Resources,1,894,2,Male,31.0,2,5,Sales Representative,4,Divorced,30891.0,617820.0,8,Y,Yes,44.0,4.0,2,80,1,26,3.0,2.0,6,6,4,6
27,Yes,Travel_Frequently,1329,Human Resources,10,2,Other,1,6260,4,Female,107.0,4,3,Laboratory Technician,4,Divorced,38491.0,76982.0,2,Y,No,40.0,4.0,4,80,1,1,6.0,1.0,1,1,1,1
60,No,Travel_Rarely,1298,Human Resources,36,3,Life Sciences,1,4507,1,Female,146.0,1,1,Developer,2,Married,16433.0,262928.0,4,Y,Yes,7.0,1.0,2,80,1,40,3.0,4.0,28,15,2,21
47,Yes,Non-Travel,1034,Hardware,2,4,Life Sciences,1,9951,3,Female,101.0,1,2,Research Scientist,2,Single,44403.0,1198881.0,1,Y,Yes,6.0,2.0,1,80,4,3,4.0,1.0,1,1,1,1
41,Yes,Travel_Rarely,344,Support,25,1,Other,1,8310,3,Female,87.0,2,4,Laboratory Technician,4,Divorced,31023.0,775575.0,2,Y,No,10.0,3.0,3,80,2,12,2.0,1.0,8,6,5,8
56,Yes,Non-Travel,667,Research & Development,6,5,Life Sciences,1,1731,2,Male,36.0,2,2,Sales Representative,4,Single,21275.0,638250.0,4,Y,Yes,44.0,1.0,4,80,4,22,1.0,3.0,2,2,1,1
51,No,Travel_Frequently,1089,Sales,14,2,Other,1,8211,1,Female,105.0,2,2,Research Director,4,Married,35243.0,422916.0,5,Y,Yes,15.0,3.0,2,80,4,34,3.0,2.0,33,30,3,26
37,No,Travel_Frequently,151,Software,45,5,Medical,1,6034,2,Male,139.0,2,2,Sales Representative,2,Married,34541.0,759902.0,5,Y,No,2.0,1.0,3,80,2,9,6.0,3.0,8,1,2,7
53,Yes,Non-Travel,411,Human Resources,48,2,Life Sciences,1,1036,2,Male,187.0,2,5,Sales Executive,1,Single,18842.0,339156.0,1,Y,Yes,8.0,1.0,2,80,3,16,6.0,4.0,16,15,11,4
40,Yes,Travel_Rarely,1237,Sales,10,4,Other,1,1083,4,Male,65.0,1,4,Manager,3,Single,41977.0,587678.0,2,Y,Yes,5.0,1.0,1,80,1,27,6.0,1.0,18,6,13,16
48,No,Travel_Rarely,1243,Sales,34,4,Marketing,1,1390,2,Female,137.0,1,4,Sales Executive,3,Single,36439.0,182195.0,8,Y,Yes,8.0,2.0,4,80,3,14,5.0,4.0,5,3,2,1
53,Yes,Travel_Rarely,1479,Sales,48,3,Human Resources,1,8298,1,Male,137.0,1,5,Sales Representative,3,Single,48214.0,1012494.0,7,Y,Yes,7.0,3.0,1,80,4,25,2.0,1.0,19,9,6,18
52,No,Travel_Rarely,675,Software,49,5,Medical,1,9189,4,Male,71.0,4,2,Developer,1,Divorced,20560.0,246720.0,0,Y,Yes,45.0,1.0,4,80,2,11,1.0,3.0,11,2,5,5
59,Yes,Travel_Rarely,1188,Hardware,25,3,Technical Degree,1,1967,2,Male,168.0,4,4,Manufacturing Director,4,Divorced,6089.0,103513.0,8,Y,Yes,41.0,1.0,4,80,2,38,1.0,2.0,20,11,18,19
51,Yes,Non-Travel,806,Research & Development,12,1,Medical,1,5168,1,Male,102.0,4,4,Sales Representative,3,Single,22753.0,250283.0,5,Y,No,30.0,1.0,2,80,1,18,4.0,1.0,9,9,5,4
55,Yes,Travel_Rarely,209,Research & Development,19,4,Medical,1,4816,1,Male,62.0,2,2,Sales Representative,3,Married,50996.0,1223904.0,7,Y,Yes,26.0,1.0,3,80,1,28,1.0,3.0,10,6,7,5
41,No,Travel_Rarely,1113,Software,38,2,Technical Degree,1,6387,3,Male,69.0,1,2,Developer,2,Divorced,23364.0,443916.0,3,Y,Yes,0.0,4.0,4,80,4,12,4.0,1.0,7,5,4,5
48,Yes,Travel_Frequently,916,Research & Development,4,2,Other,1,5908,2,Female,62.0,1,4,Healthcare Representative,1,Divorced,50659.0,1165157.0,8,Y,No,16.0,1.0,3,80,3,5,1.0,3.0,5,4,5,1
56,Yes,Travel_Rarely,921,Software,20,1,Life Sciences,1,1898,4,Male,75.0,3,2,Sales Executive,1,Married,20652.0,82608.0,2,Y,No,40.0,3.0,1,80,2,19,6.0,1.0,8,6,2,6
43,Yes,Non-Travel,1298,Support,22,1,Human Resources,1,3777,4,Female,34.0,2,3,Sales Executive,4,Single,9362.0,252774.0,2,Y,No,21.0,3.0,1,80,2,28,6.0,3.0,26,12,12,13
19,No,Non-Travel,390,Support,21,1,Other,1,7351,3,Female,179.0,4,4,Sales Representative,4,Divorced,33347.0,933716.0,3,Y,No,33.0,1.0,1,80,1,34,5.0,4.0,29,18,4,14
30,No,Travel_Frequently,658,Research & Development,11,3,Medical,1,1448,2,Female,160.0,2,3,Developer,1,Divorced,49793.0,846481.0,0,Y,No,45.0,2.0,4,80,1,12,5.0,4.0,3,2,2,3
58,Yes,Travel_Frequently,850,Sales,24,3,Life Sciences,1,8056,3,Male,166.0,4,4,Laboratory Technician,1,Married,6116.0,165132.0,7,Y,No,11.0,4.0,4,80,2,18,2.0,3.0,15,4,6,3
39,Yes,Travel_Rarely,740,Hardware,45,1,Medical,1,8290,3,Female,151.0,4,5,Developer,2,Single,32140.0,771360.0,5,Y,Yes,22.0,2.0,4,80,2,3,3.0,4.0,1,1,1,1
59,No,Non-Travel,1137,Support,18,4,Human Resources,1,7487,2,Female,153.0,4,2,Human Resources,1,Divorced,5347.0,48123.0,7,Y,No,29.0,4.0,3,80,2,37,3.0,2.0,32,5,2,12
20,No,Travel_Frequently,659,Research & Development,35,1,Technical Degree,1,8742,3,Male,153.0,2,5,Manufacturing Director,1,Married,22338.0,670140.0,8,Y,Yes,13.0,1.0,1,80,2,19,4.0,1.0,13,7,11,8
29,No,Travel_Frequently,156,Human Resources,5,2,Other,1,9343,3,Female,151.0,4,4,Manufacturing Director,2,Married,13570.0,162840.0,7,Y,Yes,10.0,4.0,3,80,3,40,1.0,2.0,6,3,1,4
40,No,Non-Travel,1410,Research & Development,29,5,Human Resources,1,7314,4,Female,156.0,2,4,Healthcare Representative,4,Single,13340.0,226780.0,4,Y,Yes,32.0,3.0,1,80,2,2,4.0,4.0,1,1,1,1
48,No,Travel_Frequently,835,Research & Development,27,5,Marketing,1,1547,1,Male,198.0,3,4,Manager,4,Married,23180.0,139080.0,3,Y,No,39.0,3.0,2,80,4,16,2.0,4.0,14,11,5,13
49,Yes,Travel_Rarely,1019,Software,50,1,Technical Degree,1,6816,4,Male,41.0,1,5,Human Resources,3,Single,25345.0,202760.0,6,Y,No,39.0,1.0,4,80,3,32,6.0,4.0,31,4,22,13
60,No,Travel_Frequently,1303,Software,20,3,Human Resources,1,9662,1,Male,148.0,2,5,Developer,2,Divorced,48823.0,781168.0,4,Y,No,5.0,4.0,4,80,4,21,1.0,2.0,10,6,8,7
33,No,Travel_Rarely,640,Research & Development,15,1,Marketing,1,3643,1,Male,106.0,1,3,Healthcare Representative,3,Married,45027.0,360216.0,0,Y,No,21.0,3.0,1,80,1,27,6.0,2.0,15,13,11,4
24,Yes,Travel_Rarely,731,Sales,25,1,Human Resources,1,1503,2,Female,104.0,3,1,Laboratory Technician,2,Single,1493.0,41804.0,6,Y,No,34.0,2.0,4,80,1,22,1.0,3.0,3,1,2,2
33,No,Travel_Frequently,967,Hardware,34,1,Technical Degree,1,6751,2,Male,151.0,1,1,Sales Representative,1,Married,34041.0,442533.0,7,Y,No,31.0,4.0,2,80,3,38,1.0,4.0,14,5,8,1
19,No,Non-Travel,520,Software,33,1,Life Sciences,1,1930,3,Female,88.0,3,1,Manufacturing Director,4,Single,30154.0,211078.0,7,Y,No,23.0,2.0,2,80,4,27,1.0,3.0,2,1,1,1
48,Yes,Travel_Rarely,175,Software,18,1,Marketing,1,7242,2,Female,137.0,2,4,Research Director,2,Married,23859.0,190872.0,7,Y,No,33.0,4.0,4,80,1,38,5.0,2.0,27,1,7,3
37,Yes,Travel_Rarely,1196,Human Resources,48,3,Medical,1,2031,1,Male,132.0,3,3,Laboratory Technician,4,Married,8876.0,115388.0,3,Y,Yes,3.0,2.0,2,80,1,24,1.0,1.0,7,2,2,3
44,Yes,Non-Travel,583,Hardware,28,1,Life Sciences,1,324,2,Male,137.0,2,3,Developer,2,Married,13176.0,144936.0,0,Y,No,5.0,3.0,2,80,1,8,3.0,3.0,4,1,4,2
39,No,Non-Travel,118,Hardware,19,4,Marketing,1,6496,1,Male,140.0,1,2,Human Resources,4,Married,26137.0,757973.0,2,Y,No,48.0,4.0,3,80,4,37,3.0,3.0,6,5,3,5
22,No,Travel_Frequently,850,Software,35,3,Human Resources,1,5652,3,Male,194.0,1,2,Laboratory Technician,2,Divorced,14112.0,296352.0,6,Y,Yes,21.0,3.0,2,80,1,2,4.0,2.0,1,1,1,1
33,No,Travel_Rarely,322,Human Resources,40,3,Technical Degree,1,1037,3,Female,148.0,4,3,Manufacturing Director,2,Single,50764.0,101528.0,0,Y,No,15.0,4.0,1,80,4,26,4.0,3.0,17,10,4,14
46,Yes,Travel_Rarely,1112,Hardware,3,4,Technical Degree,1,4698,4,Female,87.0,4,5,Laboratory Technician,2,Divorced,7010.0,161230.0,8,Y,Yes,0.0,2.0,3,80,1,5,3.0,2.0,3,2,1,3
25,No,Travel_Frequently,1443,Software,7,2,Other,1,9850,1,Male,94.0,1,1,Research Scientist,3,Married,16637.0,216281.0,0,Y,Yes,6.0,2.0,3,80,3,10,1.0,3.0,8,3,4,2
30,Yes,Travel_Frequently,552,Support,14,1,Marketing,1,9780,4,Female,185.0,1,5,Human Resources,1,Single,32469.0,876663.0,3,Y,No,0.0,3.0,4,80,3,7,4.0,3.0,2,1,1,1
59,No,Travel_Rarely,986,Human Resources,32,2,Technical Degree,1,2170,3,Female,101.0,2,4,Sales Representative,3,Married,45457.0,590941.0,8,Y,Yes,9.0,3.0,4,80,3,26,4.0,4.0,14,5,4,6
50,Yes,Travel_Rarely,1035,Human Resources,20,2,Technical Degree,1,2327,1,Female,119.0,2,4,Human Resources,2,Single,26840.0,375760.0,3,Y,Yes,36.0,3.0,2,80,2,18,3.0,3.0,15,14,4,11
59,Yes,Travel_Frequently,485,Support,39,4,Marketing,1,1431,2,Female,107.0,3,5,Manufacturing Director,1,Married,46235.0,554820.0,3,Y,Yes,43.0,1.0,4,80,2,37,6.0,4.0,23,3,23,14
48,No,Travel_Frequently,121,Hardware,30,3,Technical Degree,1,7974,2,Female,128.0,3,5,Research Director,2,Single,13655.0,177515.0,7,Y,Yes,32.0,4.0,2,80,2,39,4.0,1.0,19,7,19,11
34,No,Travel_Frequently,485,Human Resources,17,3,Life Sciences,1,7694,4,Male,84.0,4,4,Sales Executive,4,Married,25975.0,337675.0,0,Y,No,35.0,3.0,1,80,4,39,1.0,4.0,18,14,7,18
32,Yes,Travel_Frequently,1134,Sales,40,1,Medical,1,3468,3,Female,184.0,4,3,Sales Executive,3,Divorced,1989.0,33813.0,2,Y,No,19.0,3.0,4,80,1,1,2.0,1.0,1,1,1,1
21,Yes,Travel_Frequently,293,Human Resources,18,5,Human Resources,1,4168,3,Male,47.0,1,5,Human Resources,3,Divorced,3220.0,25760.0,2,Y,Yes,32.0,4.0,4,80,1,2,2.0,3.0,1,1,1,1
45,No,Travel_Frequently,748,Human Resources,4,1,Human Resources,1,1808,2,Female,36.0,1,2,Manufacturing Director,2,Single,11714.0,117140.0,5,Y,Yes,3.0,3.0,1,80,2,36,1.0,1.0,28,9,7,14
40,Yes,Travel_Rarely,1122,Hardware,16,5,Medical,1,424,3,Female,160.0,1,1,Sales Executive,3,Divorced,20353.0,244236.0,3,Y,Yes,23.0,3.0,3,80,4,26,5.0,3.0,21,11,13,3
42,Yes,Non-Travel,602,Sales,39,1,Medical,1,3938,4,Female,41.0,2,3,Developer,3,Married,28863.0,115452.0,1,Y,Yes,47.0,2.0,1,80,2,28,1.0,3.0,8,4,1,7
54,No,Travel_Frequently,368,Support,36,2,Other,1,1619,4,Male,108.0,1,3,Manufacturing Director,2,Single,28769.0,546611.0,2,Y,No,21.0,3.0,3,80,3,4,3.0,1.0,3,3,2,1
47,No,Non-Travel,1280,Software,35,5,Other,1,8721,4,Male,91.0,3,4,Manager,4,Married,20704.0,331264.0,3,Y,Yes,16.0,4.0,4,80,4,33,5.0,3.0,26,8,19,7
49,Yes,Travel_Rarely,452,Support,46,5,Marketing,1,1063,3,Female,180.0,1,2,Human Resources,4,Married,18666.0,298656.0,3,Y,Yes,36.0,3.0,4,80,4,29,6.0,2.0,6,6,6,3
26,Yes,Travel_Rarely,1165,Sales,39,1,Marketing,1,1897,1,Female,96.0,4,4,Manager,1,Married,50092.0,400736.0,3,Y,No,41.0,3.0,4,80,2,1,4.0,1.0,1,1,1,1
30,Yes,Travel_Rarely,976,Support,29,2,Technical Degree,1,4904,3,Male,191.0,1,3,Research Director,1,Divorced,8236.0,24708.0,2,Y,Yes,18.0,1.0,1,80,1,30,4.0,2.0,27,9,22,15
57,Yes,Travel_Frequently,673,Software,24,2,Technical Degree,1,4866,2,Male,41.0,4,3,Sales Representative,4,Divorced,31844.0,700568.0,0,Y,Yes,22.0,1.0,3,80,4,40,6.0,1.0,37,26,34,21
58,No,Travel_Frequently,150,Hardware,48,4,Human Resources,1,6067,2,Female,76.0,4,3,Human Resources,3,Divorced,6632.0,53056.0,5,Y,Yes,48.0,4.0,4,80,1,12,6.0,3.0,10,7,9,4
56,Yes,Travel_Rarely,454,Research & Development,14,3,Medical,1,8544,3,Male,66.0,2,2,Research Scientist,2,Divorced,15291.0,229365.0,0,Y,Yes,44.0,1.0,3,80,3,29,6.0,2.0,29,25,5,2
43,Yes,Travel_Rarely,226,Human Resources,40,2,Human Resources,1,9964,2,Female,187.0,3,1,Healthcare Representative,2,Married,43224.0,475464.0,1,Y,Yes,6.0,2.0,2,80,1,37,5.0,2.0,11,9,8,4
22,Yes,Travel_Frequently,1086,Sales,1,3,Other,1,2220,2,Female,76.0,4,3,Developer,4,Divorced,41367.0,330936.0,0,Y,No,16.0,2.0,2,80,1,8,5.0,1.0,2,1,2,1
56,No,Travel_Rarely,584,Support,45,5,Marketing,1,2642,2,Female,168.0,4,2,Manufacturing Director,2,Single,16608.0,298944.0,5,Y,Yes,25.0,2.0,3,80,1,25,5.0,3.0,19,9,19,8
58,Yes,Non-Travel,202,Human Resources,33,4,Human Resources,1,3628,1,Female,162.0,3,3,Research Scientist,3,Divorced,18413.0,368260.0,6,Y,Yes,46.0,4.0,4,80,2,32,6.0,1.0,31,20,13,8
31,Yes,Non-Travel,1193,Software,26,2,Marketing,1,2122,1,Female,105.0,1,1,Laboratory Technician,2,Divorced,33762.0,506430.0,6,Y,Yes,47.0,4.0,3,80,1,36,4.0,1.0,31,18,26,25
30,Yes,Non-Travel,689,Research & Development,42,5,Human Resources,1,7117,2,Female,44.0,2,4,Manager,3,Divorced,40069.0,280483.0,0,Y,No,44.0,2.0,3,80,4,19,5.0,1.0,9,5,2,4
37,Yes,Travel_Rarely,1105,Software,41,1,Human Resources,1,3738,1,Male,65.0,3,5,Sales Executive,2,Married,27214.0,408210.0,6,Y,No,26.0,1.0,3,80,4,16,6.0,3.0,5,1,3,4
50,Yes,Non-Travel,668,Research & Development,38,4,Marketing,1,1880,4,Female,197.0,3,5,Developer,3,Divorced,28676.0,630872.0,6,Y,No,15.0,4.0,3,80,2,5,1.0,3.0,1,1,1,1
60,No,Travel_Rarely,1457,Software,42,1,Human Resources,1,3022,2,Male,74.0,3,2,Manufacturing Director,2,Divorced,42686.0,1280580.0,6,Y,Yes,30.0,3.0,4,80,2,2,1.0,1.0,2,1,1,1
42,No,Travel_Rarely,1087,Support,14,4,Marketing,1,2803,4,Male,148.0,2,5,Manager,3,Single,43498.0,347984.0,8,Y,Yes,24.0,3.0,2,80,4,1,2.0,3.0,1,1,1,1
38,No,Travel_Rarely,874,Support,43,4,Human Resources,1,3034,2,Male,87.0,3,2,Healthcare Representative,3,Single,20067.0,301005.0,0,Y,No,46.0,2.0,1,80,4,3,3.0,1.0,2,1,1,2
37,Yes,Travel_Frequently,994,Support,27,3,Other,1,3230,2,Female,169.0,2,1,Human Resources,3,Single,30018.0,180108.0,8,Y,Yes,2.0,1.0,1,80,2,1,6.0,4.0,1,1,1,1
50,Yes,Travel_Frequently,1281,Sales,37,3,Other,1,8242,3,Male,191.0,3,2,Manager,3,Married,45245.0,1040635.0,3,Y,No,25.0,4.0,4,80,2,33,2.0,2.0,23,3,11,18
29,Yes,Travel_Rarely,1436,Research & Development,13,3,Human Resources,1,3563,3,Female,47.0,4,5,Manufacturing Director,2,Married,5822.0,133906.0,0,Y,Yes,46.0,4.0,2,80,2,14,3.0,4.0,5,3,4,5
45,Yes,Non-Travel,971,Sales,14,1,Technical Degree,1,5405,1,Female,148.0,3,2,Research Scientist,4,Divorced,49611.0,545721.0,4,Y,No,33.0,2.0,3,80,2,2,1.0,1.0,2,1,1,1
41,Yes,Travel_Frequently,399,Support,26,5,Life Sciences,1,3408,1,Male,147.0,4,4,Developer,2,Divorced,9112.0,109344.0,6,Y,Yes,20.0,3.0,3,80,3,3,5.0,1.0,1,1,1,1
38,No,Travel_Frequently,1419,Research & Development,21,5,Medical,1,7366,1,Female,199.0,1,4,Sales Representative,3,Single,36759.0,1066011.0,5,Y,No,12.0,3.0,1,80,3,34,5.0,4.0,13,4,10,13
26,No,Non-Travel,119,Hardware,5,3,Other,1,8843,1,Female,117.0,1,4,Laboratory Technician,4,Married,25882.0,207056.0,5,Y,No,19.0,4.0,2,80,1,15,2.0,4.0,9,6,1,1
38,No,Travel_Frequently,1309,Software,27,2,Marketing,1,6440,1,Female,177.0,2,5,Research Scientist,3,Married,29740.0,624540.0,6,Y,Yes,17.0,3.0,2,80,1,32,3.0,1.0,10,6,8,1
42,No,Travel_Frequently,109,Support,5,2,Other,1,6448,2,Female,34.0,4,2,Developer,2,Divorced,9187.0,27561.0,5,Y,No,3.0,2.0,2,80,3,9,5.0,2.0,8,3,1,2
46,Yes,Travel_Rarely,1360,Research & Development,44,3,Human Resources,1,3812,3,Male,186.0,3,1,Developer,3,Married,5613.0,61743.0,2,Y,No,23.0,2.0,2,80,2,28,6.0,4.0,25,4,13,16
20,Yes,Travel_Frequently,240,Software,24,4,Medical,1,7556,2,Male,104.0,1,3,Human Resources,4,Married,32069.0,801725.0,6,Y,Yes,31.0,2.0,2,80,1,29,6.0,1.0,14,2,7,4
34,No,Non-Travel,250,Support,50,2,Medical,1,5337,3,Male,37.0,4,2,Research Director,2,Married,9300.0,9300.0,8,Y,Yes,47.0,4.0,2,80,4,11,6.0,3.0,9,2,8,3
19,No,Travel_Frequently,872,Support,6,2,Life Sciences,1,835,4,Male,103.0,3,2,Research Director,4,Divorced,3286.0,52576.0,4,Y,No,47.0,1.0,3,80,4,19,3.0,3.0,8,4,6,5
46,Yes,Travel_Rarely,156,Support,32,2,Human Resources,1,1767,3,Male,175.0,2,1,Developer,2,Single,23375.0,701250.0,6,Y,Yes,47.0,1.0,2,80,1,12,3.0,2.0,7,1,7,3
31,No,Non-Travel,433,Support,14,3,Life Sciences,1,8685,4,Female,42.0,3,5,Human Resources,3,Married,41118.0,493416.0,8,Y,No,0.0,4.0,2,80,2,31,1.0,4.0,21,18,7,14
24,No,Non-Travel,1307,Hardware,26,4,Medical,1,6548,2,Male,154.0,2,2,Manager,2,Single,31773.0,921417.0,0,Y,Yes,22.0,3.0,4,80,2,13,2.0,2.0,7,4,1,5
60,Yes,Non-Travel,941,Human Resources,12,3,Marketing,1,6104,2,Male,46.0,3,5,Sales Representative,3,Married,8394.0,235032.0,1,Y,No,14.0,2.0,2,80,3,14,2.0,2.0,6,3,3,6
18,Yes,Travel_Rarely,180,Sales,12,1,Human Resources,1,7977,1,Male,38.0,4,5,Research Director,2,Divorced,41988.0,419880.0,3,Y,No,42.0,3.0,1,80,4,13,2.0,3.0,7,7,3,1
